DEC,HEX,Alpha Tag,Mode,Description,Tag,Group,Priority,Stream List
1770,6ea,Colo Co EMS Disp,D,EMS Dispatch,EMS Dispatch,Colorado County,1,
1732,6c4,Colo Co EMS MCI1,D,EMS MCI 1,EMS-Tac,Colorado County,1,
1728,6c0,Colo Co EMS MCI2,D,EMS MCI 2,EMS-Tac,Colorado County,1,
1784,6f8,Colo Co EMS-CCH,DE,EMS to Columbus Community Hospital,Hospital,Colorado County,1,
1772,6ec,Colo Co EOC,D,Emergency Operations Center,Emergency Ops,Colorado County,1,
1756,6dc,Colo Co Fire Dis,D,Fire Dispatch,Fire Dispatch,Colorado County,1,
1781,6f5,Colo Co Fire Eas,D,Fire East,Fire-Tac,Colorado County,1,
1760,6E+00,Colo Co Fire Nor,D,Fire North,Fire-Tac,Colorado County,1,
1782,6f6,Colo Co Fire Sou,D,Fire South,Fire-Tac,Colorado County,1,
1780,6f4,Colo Co Fire Wes,D,Fire West,Fire-Tac,Colorado County,1,
1714,6b2,Colo Co Law Tac1,DE,Law Tactical 1,Law Tac,Colorado County,1,
1768,6E+08,Colo Co Law Tac2,DE,Law Tactical 2,Law Tac,Colorado County,1,
2242,8c2,Colo Co OEM 1,D,Office of Emergency Management 1,Emergency Ops,Colorado County,1,
1988,7c4,Colo Co OEM 2,D,Office of Emergency Management 2,Emergency Ops,Colorado County,1,
1733,6c5,Colo Co Pct 1,D,Precinct 1,Public Works,Colorado County,1,
1748,6d4,Colo Co Pct 2,D,Precinct 2,Public Works,Colorado County,1,
1716,6b4,Colo Co Pct 3,D,Precinct 3,Public Works,Colorado County,1,
1710,6ae,Colo Co Pct 4,D,Precinct 4,Public Works,Colorado County,1,
1736,6c8,Colo Co Pub Wrks,D,Public Works,Public Works,Colorado County,1,
1755,6db,Colo Co SO Disp,D,Sheriff Dispatch,Law Dispatch,Colorado County,1,
1720,6b8,Colo Co SO Prsut,D,Sheriff Pursuit,Law Tac,Colorado County,1,
1762,6E+02,Colo Co SO Tac,DE,Sheriff Tactical,Law Tac,Colorado County,1,
1764,6E+04,Colo Co SO Warrn,D,Sheriff Warrants,Law Tac,Colorado County,1,
1750,6d6,Colo CoWide,D,Countywide,Interop,Colorado County,1,
1766,6E+06,Colo CoWide Law,D,Countywide Law,Law Tac,Colorado County,1,
1518,5ee,ColumbiaLkFD,D,Columbia Lakes Fire,Fire-Tac,Brazoria County,1,
1758,6de,Columbus City,D,City,Public Works,Colorado County - Columbus,1,
1724,6bc,Columbus PDTac,DE,Police Tactical,Law Tac,Colorado County - Columbus,1,
2241,8c1,Columbus PW,D,Public Works,Public Works,Colorado County - Columbus,1,
38620,96dc,CommunityVFD,T,Community Volunteer Fire Department,Fire Dispatch,Harris County - Westcom Communications Center,1,
38621,96dd,CommunityVFD Ch2,TE,Community Volunteer Fire Dept - Fire 2,Fire-Tac,Harris County - Westcom Communications Center,1,
38622,96de,CommunityVFDTac1,TE,Community Volunteer Fire Dept. - Tactical 1,Fire-Tac,Harris County - Westcom Communications Center,1,
38623,96df,CommunityVFDTac2,TE,Community Volunteer Fire Dept. - Tactical 2,Fire-Tac,Harris County - Westcom Communications Center,1,
2096,830,Conroe FD 1,D,Conroe Fire Dispatch (patch to MCHD EDACS System),Fire Dispatch,Montgomery County - Communities,1,
2098,832,Conroe PD 1,D,"Conroe Police Multi"" (patch to MCHD EDACS System)""",Law Tac,Montgomery County - Communities,1,
3164,c5c,COTM PD 1,T,College of the Mainland Police 1,Law Dispatch,College and University,1,
3166,c5e,COTM PD 2,D,College of the Mainland Police 2,Law Tac,College and University,1,
3118,c2e,COTM PD Adm,D,College of the Mainland Police Administration,Law Talk,College and University,1,
3105,c21,CrystBch VFD,D,Crystal Beach Volunteer Fire Department,Fire Dispatch,Galveston County - Other Communities,1,
3888,f30,CS BldgMaint,D,Public Works - Building Maintenance,Public Works,Brazos County - College Station Services,1,
3897,f39,CS Building,D,Building,Public Works,Brazos County - College Station Services,1,
4017,fb1,CS Call,D,Call,Public Works,Brazos County - College Station Services,1,
3905,f41,CS City 1,D,City 1,Multi-Tac,Brazos County - College Station Services,1,
3906,f42,CS City 2,D,City 2,Multi-Tac,Brazos County - College Station Services,1,
3896,f38,CS Communication,D,Communications,Public Works,Brazos County - College Station Services,1,
3908,f44,CS Events 1,D,Events 1,Multi-Tac,Brazos County - College Station Services,1,
3909,f45,CS Events 2,D,Events 2,Multi-Tac,Brazos County - College Station Services,1,
3902,f3e,CS Kids Club,D,Kids Club,Public Works,Brazos County - College Station Services,1,
3885,f2d,CS Parks/Rec,D,Parks and Recreation,Public Works,Brazos County - College Station Services,1,
3900,f3c,CS Pub Wrks 3900,D,Public Works,Public Works,Brazos County - College Station Services,1,
3890,f32,CS PW Fleet,D,Public Works - Fleet Services,Public Works,Brazos County - College Station Services,1,
3886,f2e,CS PW Sanit,D,Public Works - Sanitation,Public Works,Brazos County - College Station Services,1,
3887,f2f,CS PW Street,D,Public Works - Streets,Public Works,Brazos County - College Station Services,1,
3889,f31,CS Signals,D,Public Works - Signals,Public Works,Brazos County - College Station Services,1,
4018,fb2,CS Talk,D,Talk,Public Works,Brazos County - College Station Services,1,
3884,f2c,CSFD Admin,D,Fire/EMS Administration,Fire-Talk,Brazos County - College Station Fire/EMS,1,
3878,f26,CSFD Disp,D,Fire/EMS Dispatch,Fire Dispatch,Brazos County - College Station Fire/EMS,1,
3879,f27,CSFD Tac 2,D,Fire/EMS Tactical 2,Fire-Tac,Brazos County - College Station Fire/EMS,1,
3880,f28,CSFD Tac 3,D,Fire/EMS Tactical 3,Fire-Tac,Brazos County - College Station Fire/EMS,1,
3881,f29,CSFD Tac 4,D,Fire/EMS Tactical 4,Fire-Tac,Brazos County - College Station Fire/EMS,1,
3882,f2a,CSFD Tac 5,D,Fire/EMS Tactical 5,Fire-Tac,Brazos County - College Station Fire/EMS,1,
3883,f2b,CSFD Tac 6,D,Fire/EMS Tactical 6,Fire-Tac,Brazos County - College Station Fire/EMS,1,
3874,f22,CSPD Car-Car,DE,Police Car to Car,Law Tac,Brazos County - College Station Police,1,
3875,f23,CSPD CIU,DE,Police CIU,Law Tac,Brazos County - College Station Police,1,
3873,f21,CSPD Detect,DE,Police Detectives (CID),Law Tac,Brazos County - College Station Police,1,
3872,f20,CSPD Hostage,DE,Police Hostage Negotiation Team (HNT),Law Tac,Brazos County - College Station Police,1,
3867,f1b,CSPD Primary,D,Police Primary,Law Dispatch,Brazos County - College Station Police,1,
3868,f1c,CSPD Second,D,Police Secondary,Law Dispatch,Brazos County - College Station Police,1,
3876,f24,CSPD SWAT 1,DE,Police SWAT 1,Law Tac,Brazos County - College Station Police,1,
3877,f25,CSPD SWAT 2,DE,Police SWAT 2,Law Tac,Brazos County - College Station Police,1,
3869,f1d,CSPD Tac 1,D,Police Tactical 1,Law Tac,Brazos County - College Station Police,1,
3870,f1e,CSPD Tac 2,D,Police Tactical 2,Law Tac,Brazos County - College Station Police,1,
3871,f1f,CSPD Tac 3,DE,Police Tactical 3,Law Tac,Brazos County - College Station Police,1,
3899,f3b,CSU Dispatch,D,Utilities - Dispatch,Utilities,Brazos County - College Station Services,1,
3892,f34,CSU Electric,D,Utilities - Electric,Utilities,Brazos County - College Station Services,1,
3893,f35,CSU Electric 2,D,Utilities - Electric 2,Utilities,Brazos County - College Station Services,1,
3895,f37,CSU Meters,D,Utilities - Meters,Utilities,Brazos County - College Station Services,1,
3901,f3d,CSU Wastewtr Ops,D,Utilities - Wastewater Operations,Utilities,Brazos County - College Station Services,1,
3894,f36,CSU Water/WW,D,Utilities - Water/Wastewater,Utilities,Brazos County - College Station Services,1,
2116,844,CutNShoot PD,D,Cut N Shoot Police,Law Dispatch,Montgomery County - Communities,1,
1522,5f2,Damon Fire,D,Damon Fire,Fire-Tac,Brazoria County,1,
1524,5f4,Danbury EMS,D,Danbury EMS,EMS Dispatch,Brazoria County,1,
1502,5de,Danbury FD,D,Danbury Fire,Fire-Tac,Brazoria County,1,
1563,61b,Danbury PD,D,Danbury Police,Law Dispatch,Brazoria County,1,
68,44,Dayton EMS,D,Dayton EMS,EMS Dispatch,Liberty County,1,
542,21e,Dayton Fire Disp,D,Dayton Fire Dispatch,Fire Dispatch,Liberty County,1,
2293,8f5,Dayton PD Disp,D,Dayton Police,Law Dispatch,Liberty County,1,
3170,c62,Dcknsn Animal,D,Animal Control,Public Works,Galveston County - Dickinson,1,
3124,c34,Dcknsn Bldg Inš,D,Building Inspection 1,Public Works,Galveston County - Dickinson,1,
3418,d5a,Dcknsn Court,D,Court,Law Talk,Galveston County - Dickinson,1,
3121,c31,Dcknsn FDEMS,D,Fire/EMS Dispatch,Fire Dispatch,Galveston County - Dickinson,1,
3332,d04,Dcknsn FM,D,Fire Marshal,Fire-Talk,Galveston County - Dickinson,1,
3122,c32,Dcknsn Med 1,D,Med 1,Public Works,Galveston County - Dickinson,1,
3119,c2f,Dcknsn OEM 1,D,Office of Emergency Management 1,Emergency Ops,Galveston County - Dickinson,1,
3107,c23,Dcknsn PD 1,D,Police Ch. 1,Law Dispatch,Galveston County - Dickinson,1,
3109,c25,Dcknsn PD 2,D,Police Ch. 2,Law Talk,Galveston County - Dickinson,1,
3113,c29,Dcknsn PD 4,D,Police Ch. 4,Law Talk,Galveston County - Dickinson,1,
3168,c60,Dcknsn PW 1,D,Public Works 1,Public Works,Galveston County - Dickinson,1,
3123,c33,DcknsnFDTac1,D,Fire Tactical 1,Fire-Tac,Galveston County - Dickinson,1,
3125,c35,DcknsnFDTac2,D,Fire Tactical 2,Fire-Tac,Galveston County - Dickinson,1,
3111,c27,DcknsnPD3Adm,D,Police Ch. 3 Administation,Law Talk,Galveston County - Dickinson,1,
3115,c2b,DcknsnPD5Nar,D,Police Ch. 5 Narcotics,Law Tac,Galveston County - Dickinson,1,
3117,c2d,DcknsnPDSpEv,D,Police Special Events,Law Tac,Galveston County - Dickinson,1,
1212,4bc,DEA SF 1,De,Drug Enforcement Administration (DEA) Strike Force 1 (Houston area),Federal,Federal,1,
4085,ff5,DEA SF 2,De,Drug Enforcement Administration (DEA) Strike Force 2 (Houston area),Federal,Federal,1,
1592,638,DEA SF 3,De,Drug Enforcement Administration (DEA) Strike Force 3 (Houston area),Federal,Federal,1,
1594,63a,DEA SF 4,De,Drug Enforcement Administration (DEA) Strike Force 4 (Houston area),Federal,Federal,1,
1596,63c,DEA SF 5,De,Drug Enforcement Administration (DEA) Strike Force 5 (Houston area),Federal,Federal,1,
1598,63e,DEA SF 6,De,Drug Enforcement Administration (DEA) Strike Force 6 (Houston area),Federal,Federal,1,
43006,a7fe,Deer Park EMS 1,T,EMS 1,EMS-Tac,Harris County - Deer Park,1,
43007,a7ff,Deer Park EMS 2,T,EMS 2,EMS-Tac,Harris County - Deer Park,1,
42992,a7f0,Deer Park Engine,T,Engineers,Public Works,Harris County - Deer Park,1,
42990,a7ee,Deer Park EOC 1,T,EOC 1,Emergency Ops,Harris County - Deer Park,1,
42989,a7ed,Deer Park EOC 2,T,EOC 2,Emergency Ops,Harris County - Deer Park,1,
43008,a800,Deer Park FD FMO,T,Fire FMO,Fire-Tac,Harris County - Deer Park,1,
43003,a7fb,Deer Park Fire 1,T,Fire 1,Fire Dispatch,Harris County - Deer Park,1,
43004,a7fc,Deer Park Fire 2,T,Fire 2,Fire-Tac,Harris County - Deer Park,1,
43005,a7fd,Deer Park Fire 3,T,Fire 3,Fire-Tac,Harris County - Deer Park,1,
43009,a801,Deer Park OEM,T,OEM,Emergency Ops,Harris County - Deer Park,1,
42993,a7f1,Deer Park Parks,T,Parks,Public Works,Harris County - Deer Park,1,
43000,a7f8,Deer Park PD 1,T,Police Dispatch,Law Dispatch,Harris County - Deer Park,1,
43001,a7f9,Deer Park PD 2,T,Police Ch 2,Law Tac,Harris County - Deer Park,1,
42998,a7f6,Deer Park PD 3,T,Police Ch 3,Law Tac,Harris County - Deer Park,1,
42995,a7f3,Deer Park PD All,T,Police All City,Law Tac,Harris County - Deer Park,1,
42996,a7f4,Deer Park PD Bac,T,Police Backup,Law Tac,Harris County - Deer Park,1,
42997,a7f5,Deer Park PD Det,TE,Police Detectives,Law Tac,Harris County - Deer Park,1,
43002,a7fa,Deer Park PD SWA,TE,Police SWAT,Law Tac,Harris County - Deer Park,1,
42999,a7f7,Deer Park PD Tac,T,Police Tac 5,Law Tac,Harris County - Deer Park,1,
42994,a7f2,Deer Park Public,T,Public Works,Public Works,Harris County - Deer Park,1,
42991,a7ef,Deer Park Utilit,T,Utilities,Public Works,Harris County - Deer Park,1,
1526,5f6,Demi-John FD,D,Demi-John Fire Department,Fire-Tac,Brazoria County,1,
3709,e7d,Dixie VFD,D,Dixie Volunteer Fire Department,Fire-Tac,Smith County - Other Communities,1,
2033,7f1,DPS Mobile 2,T,Mobile 2,Law Tac,Texas DPS Region 2A Houston,1,
1722,6ba,Eagle Lake City,D,City,Public Works,Colorado County - Eagle Lake,1,
1754,6da,Eagle Lake PDTac,DE,Police Tac,Law Tac,Colorado County - Eagle Lake,1,
2240,8c0,Eagle Lake PubWk,D,Public Works,Public Works,Colorado County - Eagle Lake,1,
3682,e62,East TX PS Tac 1,D,Tactical 1,Interop,East Texas Public Safety Shared,1,
3683,e63,East TX PS Tac 2,D,Tactical 2,Interop,East Texas Public Safety Shared,1,
3684,e64,East TX PS Tac 3,D,Tactical 3,Interop,East Texas Public Safety Shared,1,
3685,e65,East TX PS Tac 4,D,Tactical 4,Interop,East Texas Public Safety Shared,1,
3686,e66,East TX PS Tac 5,D,Tactical 5,Interop,East Texas Public Safety Shared,1,
3687,e67,East TX PS Tac 6,D,Tactical 6,Interop,East Texas Public Safety Shared,1,
3843,f03,East TX PS Tac 7,D,Tactical 7,Interop,East Texas Public Safety Shared,1,
3844,f04,East TX PS Tac 8,D,Tactical 8,Interop,East Texas Public Safety Shared,1,
3845,f05,East TX PS Tac 9,D,Tactical 9,Interop,East Texas Public Safety Shared,1,
3846,f06,East TX PS Tac10,D,Tactical 10,Interop,East Texas Public Safety Shared,1,
150,96,Eastex FD Tac,D,Eastex Fire Department Tactical,Fire-Tac,Harris County - HC Emergency Corps Communications Center,1,
2314,90a,ECOM East Disp,D,ECOM East Fire/EMS Dispatch,Fire Dispatch,Harris County - East Harris County Communications Center,1,
1243,4db,ECOM Tac 10,D,ECOM Tactical 10,Fire-Tac,Harris County - East Harris County Communications Center,1,
2315,90b,ECOM Tac 11,D,ECOM Tactical 11,Fire-Tac,Harris County - East Harris County Communications Center,1,
2322,912,ECOM Tac 2,D,ECOM Tactical 2,Fire-Tac,Harris County - East Harris County Communications Center,1,
2312,908,ECOM Tac 3,D,ECOM Tactical 3,Fire-Tac,Harris County - East Harris County Communications Center,1,
2318,90e,ECOM Tac 4,D,ECOM Tactical 4,Fire-Tac,Harris County - East Harris County Communications Center,1,
2313,909,ECOM Tac 5,D,ECOM Tactical 5,Fire-Tac,Harris County - East Harris County Communications Center,1,
2320,910,ECOM Tac 6,D,ECOM Tactical 6,Fire-Tac,Harris County - East Harris County Communications Center,1,
1241,4d9,ECOM Tac 7,D,ECOM Tactical 7,Fire-Tac,Harris County - East Harris County Communications Center,1,
2321,911,ECOM Tac 8,D,ECOM Tactical 8,Fire-Tac,Harris County - East Harris County Communications Center,1,
2319,90f,ECOM Tac 9,D,ECOM Tactical 9,Fire-Tac,Harris County - East Harris County Communications Center,1,
2323,913,ECOM West Disp,D,ECOM West Fire/EMS Dispatch,Fire Dispatch,Harris County - East Harris County Communications Center,1,
1423,58f,EFD FireDisp,D,Fire Dispatch 1,Fire Dispatch,Houston Airport System - Ellington Airport,1,
1425,591,EFD FireTac1,D,Fire Tactical 1,Fire-Tac,Houston Airport System - Ellington Airport,1,
1427,593,EFD FireTac2,D,Fire Tactical 2,Fire-Tac,Houston Airport System - Ellington Airport,1,
2355,933,El Campo EMS,D,EMS,EMS Dispatch,Wharton County - El Campo,1,
2331,91b,El Campo PD,D,Police,Law Dispatch,Wharton County - El Campo,1,
2332,91c,El Campo PD 2,DE,Police 2,Law Tac,Wharton County - El Campo,1,
2333,91d,El Campo PD Supv,DE,Police Supervisors,Law Talk,Wharton County - El Campo,1,
3680,e60,EMS to BEH,D,EMS to Baylor Ennis Hospital,Hospital,UT Health East Texas - Hospitals,1,
3679,e5f,EMS to BWH,D,EMS to Baylor Waxahachie Hospital,Hospital,UT Health East Texas - Hospitals,1,
3666,e52,EMS to CCLER,D,EMS to Cedar Creek Lake Emergency Room,Hospital,UT Health East Texas - Hospitals,1,
2676,a74,EMS to GSMC,D,EMS to Good Shepherd Medical Center,Hospital,Gregg County - Longview,1,
2674,a72,EMS to LRMC,D,EMS to Longview Regional Medical Center,Hospital,Gregg County - Longview,1,
3965,f7d,EMS to SWHB,D,EMS to Scott and White Hospital Brenham,Hospital,Washington County - Fire/EMS,1,
3664,e50,EMS-AthnsHsp,D,EMS to Athens Hospital,Hospital,UT Health East Texas - Hospitals,1,
1564,61c,EMS-BrzsprtH,D,EMS to Brazosport Hospital,Hospital,Brazoria County,1,
3665,e51,EMS-CartHosp,D,EMS to Carthage Hospital,Hospital,UT Health East Texas - Hospitals,1,
3667,e53,EMS-CrocHosp,D,EMS to Crockett Hospital,Hospital,UT Health East Texas - Hospitals,1,
3669,e55,EMS-GilmerHo,D,EMS to Gilmer Hospital,Hospital,UT Health East Texas - Hospitals,1,
3670,e56,EMS-HendHosp,D,EMS to Henderson Hospital,Hospital,UT Health East Texas - Hospitals,1,
3671,e57,EMS-JackHosp,D,EMS to Jacksonville Hospital,Hospital,UT Health East Texas - Hospitals,1,
3677,e5d,EMS-KaufmnPH,D,EMS to Kaufman Presbyterian Hospital,Hospital,UT Health East Texas - Hospitals,1,
3678,e5e,EMS-MCTerrel,D,EMS to Medical Center at Terrell,Hospital,UT Health East Texas - Hospitals,1,
3676,e5c,EMS-MthrFrHT,D,EMS to Mother Frances Hospital Tyler,Hospital,UT Health East Texas - Hospitals,1,
3672,e58,EMS-QuitHosp,D,EMS to Quitman Hospital,Hospital,UT Health East Texas - Hospitals,1,
3673,e59,EMS-Rusk MC,D,EMS to Rusk Medical Center,Hospital,UT Health East Texas - Hospitals,1,
3668,e54,EMS-SoBrdway,D,EMS to UT Health ET South Broadway (ECC),Hospital,UT Health East Texas - Hospitals,1,
3674,e5a,EMS-TrinityH,D,EMS to Trinity Hospital,Hospital,UT Health East Texas - Hospitals,1,
3681,e61,EMS-TSJH,D,EMS to Texas Spine and Joint Hospital,Hospital,UT Health East Texas - Hospitals,1,
3675,e5b,EMS-UTHCTylr,D,EMS to University of Texas Health Center at Tyler,Hospital,UT Health East Texas - Hospitals,1,
2387,953,ET PS Disp,D,East Texas Public Safety Dispatch,Interop,Interoperability - Zone 76,1,
2388,954,ET PS Tac,D,East Texas Public Safety Tactical,Interop,Interoperability - Zone 76,1,
2867,b33,Fairchild FD,D,Fairchild Fire,Fire Dispatch,Fort Bend County - Other Communities,1,
1915,77b,FairchildFD Tac1,T,Fairchild Fire Tac 1,Fire-Tac,Fort Bend County - Other Communities,1,
333,14d,FB Back-up 1,D,Back-up 1,Public Works,Fort Bend County Miscellaneous,1,
335,14f,FB Back-up 2,D,Back-up 2,Public Works,Fort Bend County Miscellaneous,1,
347,15b,FB Back-up 3,D,Back-up 3,Public Works,Fort Bend County Miscellaneous,1,
349,15d,FB Back-up 4,D,Back-up 4,Public Works,Fort Bend County Miscellaneous,1,
351,15f,FB Back-up 5,D,Back-up 5,Public Works,Fort Bend County Miscellaneous,1,
191,0bf,FB ConstPct1,D,Constable Precinct 1,Law Tac,Fort Bend County Other Public Safety,1,
193,0c1,FB ConstPct2,D,Constable Precinct 2,Law Tac,Fort Bend County Other Public Safety,1,
195,0c3,FB ConstPct3,D,Constable Precinct 3,Law Tac,Fort Bend County Other Public Safety,1,
197,0c5,FB ConstPct4,D,Constable Precinct 4,Law Tac,Fort Bend County Other Public Safety,1,
2865,b31,FB Court Sec,D,Court Security,Security,Fort Bend County Miscellaneous,1,
207,0cf,FB DA Inv,D,District Attorney Investigations,Law Tac,Fort Bend County Other Public Safety,1,
209,0d1,FB EMS CHERN,D,C-HERN,EMS-Tac,Fort Bend County EMS,1,
179,0b3,FB EMS Disp,D,Dispatch,EMS Dispatch,Fort Bend County EMS,1,
201,0c9,FB EMS Med Tac 1,T,Medical Tactical 1,EMS-Tac,Fort Bend County EMS,1,
203,0cb,FB EMS Med Tac 2,T,Medical Tactical 2,EMS-Tac,Fort Bend County EMS,1,
205,0cd,FB EMS Med Tac 3,T,Medical Tactical 3,EMS-Tac,Fort Bend County EMS,1,
235,0eb,FB EMS-MetSL,D,EMS to Methodist Sugar Land Hospital,Hospital,Fort Bend County EMS,1,
2877,b3d,FB EMS-MHKty,D,EMS to Memorial Hermann Katy Hospital,Hospital,Fort Bend County EMS,1,
233,0E+00,FB EMS-MHSL,D,EMS to Memorial Hermann Sugar Land,Hospital,Fort Bend County EMS,1,
231,0E+00,FB EMS-OBMC,D,EMS to Oak Bend Medical Center,Hospital,Fort Bend County EMS,1,
324,144,FB EMS-OBWW,D,EMS to Oak Bend Williams Way Medical Center,Hospital,Fort Bend County EMS,1,
3620,e24,FB EMS-SCH,D,EMS to St. Christopher's Hospital,Hospital,Fort Bend County EMS,1,
323,143,FB EMS-SLSLH,D,EMS to St. Luke's Sugar Land Hospital,Hospital,Fort Bend County EMS,1,
3622,e26,FB EMS-TCHW,D,EMS to Texas Children's Hospital West,Hospital,Fort Bend County EMS,1,
792,318,FB FD ERD Tac 1,T,Fire ERD Tactical 1,Fire-Tac,Fort Bend County Other Public Safety,1,
794,31a,FB FD ERD Tac 2,T,Fire ERD Tactical 2,Fire-Tac,Fort Bend County Other Public Safety,1,
796,31c,FB FD Mutual Aid,T,Fire Mutual Aid Countywide,Interop,Fort Bend County Other Public Safety,1,
249,0f9,FB Fire Disp,D,Fire Dispatch,Fire Dispatch,Fort Bend County Other Public Safety,1,
784,310,FB Fire ERD 1,T,Fire/EMS ERD 1,Fire-Tac,Fort Bend County Other Public Safety,1,
786,312,FB Fire ERD 2,T,Fire/EMS ERD 2,Fire-Tac,Fort Bend County Other Public Safety,1,
788,314,FB Fire ERD 3,T,Fire/EMS ERD 3,Fire-Tac,Fort Bend County Other Public Safety,1,
790,316,FB Fire ERD 4,T,Fire/EMS ERD 4,Fire-Tac,Fort Bend County Other Public Safety,1,
277,115,FB Fire Mrsh 277,D,Fire Marshal,Fire-Tac,Fort Bend County Other Public Safety,1,
245,0f5,FB Firegrnd1,D,Fireground 1,Fire-Tac,Fort Bend County Other Public Safety,1,
247,0f7,FB Firegrnd2,D,Fireground 2,Fire-Tac,Fort Bend County Other Public Safety,1,
2881,b41,FB Health,D,Health and Human Services,Public Works,Fort Bend County Miscellaneous,1,
2883,b43,FB HospAdmn,D,Hospital Administration,Public Works,Fort Bend County Miscellaneous,1,
165,0a5,FB Jail 1,D,Jail 1,Corrections,Fort Bend County Other Public Safety,1,
2897,b51,FB JuvenileD,D,Juvenile Detention,Corrections,Fort Bend County Other Public Safety,1,
251,0fb,FB OEM EOC,D,Emergency Operations Center (EOC),Emergency Ops,Fort Bend County Other Public Safety,1,
241,0f1,FB RoadBridg,D,Road and Bridge,Public Works,Fort Bend County Miscellaneous,1,
189,0bd,FBFireMrshl1,D,Fire Marshal 1,Fire-Tac,Fort Bend County Other Public Safety,1,
237,0ed,FBFireMrshl2,D,Fire Marshal 2,Fire-Tac,Fort Bend County Other Public Safety,1,
3720,e88,FBI Dal ETMC,D,Federal Bureau of Investigation Dallas (ETMC Area),Federal,Federal,1,
2803,af3,FBISD PD 2,D,Fort Bend ISD Police Ch. 2,Law Tac,Fort Bend County - Schools,1,
2805,af5,FBISD PD 3,D,Fort Bend ISD Police Ch. 3,Law Tac,Fort Bend County - Schools,1,
2801,af1,FBISD PD Disp,D,Fort Bend ISD Police Dispatch,Law Dispatch,Fort Bend County - Schools,1,
2807,af7,FBISD PD Secure,D,Fort Bend ISD Police Secure,Law Tac,Fort Bend County - Schools,1,
163,0a3,FBSO Admin,D,Administration,Law Talk,Fort Bend County Sheriff,1,
2893,b4d,FBSO Arson,D,Arson Investigators,Law Tac,Fort Bend County Sheriff,1,
147,93,FBSO Car-Car,D,Car-to-Car,Law Talk,Fort Bend County Sheriff,1,
159,09f,FBSO CID,D,Criminal Investigation Division (CID),Law Tac,Fort Bend County Sheriff,1,
143,08f,FBSO Emrgncy,D,Emergency Buttons,Law Tac,Fort Bend County Sheriff,1,
161,0a1,FBSO Fug/War,D,Fugitives/Warrants,Law Tac,Fort Bend County Sheriff,1,
322,142,FBSO Motorcy,D,Motorcycle,Law Talk,Fort Bend County Sheriff,1,
175,0af,FBSO Narc 1,D,Narcotics 1,Law Tac,Fort Bend County Sheriff,1,
2861,b2d,FBSO Narc 2,D,Narcotics 2,Law Tac,Fort Bend County Sheriff,1,
2859,b2b,FBSO Pat Tac,D,Patrol Tactical,Law Talk,Fort Bend County Sheriff,1,
141,08d,FBSO Patrol 1,D,"Patrol 1 West Side Dispatch (Districts 2, 3)",Law Dispatch,Fort Bend County Sheriff,1,
149,95,FBSO Patrol 2,D,"Patrol 2 East Side Dispatch (Districts 1, 5, 7, 8, 9)",Law Dispatch,Fort Bend County Sheriff,1,
243,0f3,FBSO Patrol 3,D,"Patrol 3 (Districts 4, 6)",Law Dispatch,Fort Bend County Sheriff,1,
151,97,FBSO Patrol 4,D,Patrol 4 Dispatch,Law Dispatch,Fort Bend County Sheriff,1,
173,0ad,FBSO Sp Ops,D,Special Operations,Law Tac,Fort Bend County Sheriff,1,
331,14b,FBSO SuppSvc,D,Support Services,Law Talk,Fort Bend County Sheriff,1,
155,09b,FBSO Tac 1,D,Tactical 1,Law Tac,Fort Bend County Sheriff,1,
157,09d,FBSO Tac 2,D,Tactical 2,Law Tac,Fort Bend County Sheriff,1,
153,99,FBSO Tac 3,D,Tactical 3,Law Tac,Fort Bend County Sheriff,1,
152,98,FBSO Tac 4,D,Tactical 4,Law Tac,Fort Bend County Sheriff,1,
145,91,FBSO Wrecker,D,Wrecker Call,Law Tac,Fort Bend County Sheriff,1,
4095,fff,FBSystemwide,D,Systemwide,Interop,Fort Bend County Miscellaneous,1,
1061,425,FBVFD Tac,D,Forest Bend Volunteer Fire Department - Tactical (dispatched on Friendswood Primary),Fire-Tac,Harris County Volunteer Fire/EMS,1,
1032,408,Fire/EMS Tactica,T,Fire/EMS Tactical,Fire-Tac,Chambers County - Mont Belvieu,1,
3710,e7e,Flint VFD,D,Flint Volunteer Fire Department,Fire-Tac,Smith County - Other Communities,1,
3551,ddf,Frdswd EM Ops,D,Emergency Management,Emergency Ops,Galveston County - Friendswood,1,
3110,c26,Frdswd FM 1,D,Fire Marshal 1,Fire-Tac,Galveston County - Friendswood,1,
1483,5cb,Frdswd PD 1 Pri,T,Police Ch. 1 Primary,Law Dispatch,Galveston County - Friendswood,1,
3589,e05,Frdswd PD 2 Info,T,Police Ch. 2 Information,Law Talk,Galveston County - Friendswood,1,
102,66,Frdswd PD 3 SWAT,TE,Police Ch. 3 SWAT,Law Tac,Galveston County - Friendswood,1,
3591,e07,Frdswd PD 4 CID,T,Police Ch. 4 CID,Law Tac,Galveston County - Friendswood,1,
3593,e09,Frdswd PD 5 Ptrl,T,Police Ch. 5 Patrol,Law Tac,Galveston County - Friendswood,1,
3595,e0b,Frdswd PD 6 CI,TE,Police Ch. 6 Critical Incident,Law Tac,Galveston County - Friendswood,1,
3506,db2,Frdswd PD 7 Surv,TE,Police Ch. 7 Surveillance,Law Tac,Galveston County - Friendswood,1,
3112,c28,Frdswd PD 8 Evnt,T,Police Ch. 8 City Event,Multi-Tac,Galveston County - Friendswood,1,
