DEC,HEX,Alpha Tag,Mode,Description,Tag,Group,Priority,Stream List
3114,c2a,FrdswdFD2EMS,D,Fire/EMS Ch. 2 EMS,EMS-Tac,Galveston County - Friendswood,1,
3597,e0d,FrdswdFD3 T1,D,Fire/EMS Ch. 3 Tactical 1,Fire-Tac,Galveston County - Friendswood,1,
3599,e0f,FrdswdFD4 T2,D,Fire/EMS Ch. 4 Tactical 2,Fire-Tac,Galveston County - Friendswood,1,
1251,4E+03,FrdswdFDDisp,D,Fire/EMS Ch. 1 Dispatch,Fire Dispatch,Galveston County - Friendswood,1,
1510,5E+06,Freeport EMS,D,EMS,EMS Dispatch,Brazoria County - Freeport,1,
1556,614,Freeport FD,D,Fire,Fire Dispatch,Brazoria County - Freeport,1,
1661,67d,Freeport PD1,D,Police 1,Law Dispatch,Brazoria County - Freeport,1,
1663,67f,Freeport PD2,D,Police 2,Law Tac,Brazoria County - Freeport,1,
1665,681,FreeptPD Det,D,Police Detectives,Law Tac,Brazoria County - Freeport,1,
1667,683,FreeptPDNarc,D,Police Narcotics,Law Tac,Brazoria County - Freeport,1,
2795,aeb,Fresno FD 1,D,Fresno Fire 1,Fire-Tac,Fort Bend County - Other Communities,1,
2797,aed,Fresno FD 2,D,Fresno Fire 2,Fire-Tac,Fort Bend County - Other Communities,1,
2799,aef,Fresno FD 3,D,Fresno Fire 3,Fire-Tac,Fort Bend County - Other Communities,1,
295,127,Fulshr FD Disp,D,Fulshear Fire Dispatch,Fire Dispatch,Fort Bend County - Other Communities,1,
297,129,Fulshr FD Tac 1,D,Fulshear Fire Tactical 1,Fire-Tac,Fort Bend County - Other Communities,1,
317,13d,Fulshr PD 1,D,Fulshear Police 1,Law Dispatch,Fort Bend County - Other Communities,1,
2885,b45,Fulshr PD 2,D,Fulshear Police 2,Law Tac,Fort Bend County - Other Communities,1,
581,245,Gal Prk Comm,D,Common,Interop,Harris County - Galena Park,1,
557,22d,Gal Prk PD 1,T,Police 1,Law Dispatch,Harris County - Galena Park,1,
559,22f,Gal Prk PD 2,T,Police 2,Law Tac,Harris County - Galena Park,1,
104,68,Galena Pk ISD PD,D,Galena Park Independent School District Police,Law Dispatch,Harris County - Schools,1,
575,23f,GalPrk Fire1,T,Fire 1,Fire Dispatch,Harris County - Galena Park,1,
579,243,GalPrk Fire2,T,Fire 2,Fire-Tac,Harris County - Galena Park,1,
573,23d,GalPrkPD Sup,T,Police Supervisor,Law Talk,Harris County - Galena Park,1,
3224,c98,Galv Admin 1,D,Administration 1,Public Works,Galveston County - Galveston,1,
3226,c9a,Galv Admin 2,D,Administration 2,Public Works,Galveston County - Galveston,1,
3368,d28,Galv Airport,D,Airport Operations,Public Works,Galveston County - Galveston,1,
3446,d76,Galv Col Sec,D,Galveston College Security,Security,College and University,1,
3225,c99,Galv EMS Admin,D,EMS Administration,EMS-Talk,Galveston County - Galveston,1,
3227,c9b,Galv EMS SpEvent,D,EMS Special Event,EMS-Tac,Galveston County - Galveston,1,
3305,ce9,Galv EOC 1,D,Emergency Operations Center 1,Emergency Ops,Galveston County - Galveston,1,
3535,dcf,Galv EOC 2,D,Emergency Operations Center 2,Emergency Ops,Galveston County - Galveston,1,
3537,dd1,Galv EOC 3,D,Emergency Operations Center 3,Emergency Ops,Galveston County - Galveston,1,
3146,c4a,Galv EOC Admin,D,Emergency Operations Center Admin,Emergency Ops,Galveston County - Galveston,1,
3307,ceb,Galv EOC SpEvt,D,Emergency Operations Center Special Event,Emergency Ops,Galveston County - Galveston,1,
3297,ce1,Galv FD 6,D,Firecom 6,Fire-Tac,Galveston County - Galveston,1,
3299,ce3,Galv FD4 FG,D,Firecom 4 Fireground,Fire-Tac,Galveston County - Galveston,1,
3301,ce5,Galv FD5 FG,D,Firecom 5 Fireground,Fire-Tac,Galveston County - Galveston,1,
3480,d98,Galv Fire FMO,D,Fire Marshal Office,Fire-Talk,Galveston County - Galveston,1,
3313,cf1,Galv ISD Bus,D,Galveston ISD Transportation/Buses,Schools,Galveston County - Schools,1,
3392,d40,Galv Marshal,D,City Marshals,Law Tac,Galveston County - Galveston,1,
3286,cd6,Galv Mayor,D,Mayor,Public Works,Galveston County - Galveston,1,
3216,c90,Galv MrnResp,D,Galveston Marine Response (GMR) - Fire/EMS/Beach Patrol Joint Response,Interop,Galveston County - Galveston,1,
3462,d86,Galv Park 1,T,Park Board of Trustees 1,Public Works,Galveston County - Galveston,1,
3464,d88,Galv Park 2,D,Park Board of Trustees 2,Public Works,Galveston County - Galveston,1,
3466,d8a,Galv Park 3,D,Park Board of Trustees 3,Public Works,Galveston County - Galveston,1,
3133,c3d,Galv Park 4 CZM,D,Park Board of Trustees 4 - Coastal Zone Management,Public Works,Galveston County - Galveston,1,
3468,d8c,Galv Parks,D,Parks Department,Public Works,Galveston County - Galveston,1,
3273,cc9,Galv PD 6 PS,D,Police Ch. 6 Public Safety (used as a mutual aid channel for all agencies on island),Law Tac,Galveston County - Galveston,1,
3275,ccb,Galv PD 8 Ev,D,Police Ch. 8 Special Events,Law Tac,Galveston County - Galveston,1,
3287,cd7,Galv PD CID,DE,Police Criminal Investigation Division (CID),Law Tac,Galveston County - Galveston,1,
3289,cd9,Galv PD Narc,DE,Police Narcotics,Law Tac,Galveston County - Galveston,1,
3214,c8e,Galv PD SRT,DE,Police Special Response Team (SRT),Law Tac,Galveston County - Galveston,1,
3263,cbf,Galv PD1Disp,D,Police Ch. 1 Dispatch,Law Dispatch,Galveston County - Galveston,1,
3265,cc1,Galv PD2 Alt,T,Police Ch. 2 Alternate,Law Tac,Galveston County - Galveston,1,
3267,cc3,Galv PD3 C-C,T,Police Ch. 3 Car-to-Car,Law Talk,Galveston County - Galveston,1,
3281,cd1,Galv PD9Dive,DE,Police Ch. 9 Dive Team,Law Tac,Galveston County - Galveston,1,
3222,c96,Galv Pub Works,D,Public Works,Public Works,Galveston County - Galveston,1,
3350,d16,Galv PW Traf,D,Public Works - Traffic Division,Public Works,Galveston County - Galveston,1,
3358,d1e,Galv Streets,D,Streets,Public Works,Galveston County - Galveston,1,
3366,d26,Galv Transit,D,Transit Buses,Transportation,Galveston County - Galveston,1,
3364,d24,Galv Trash,D,Trash/Refuse,Public Works,Galveston County - Galveston,1,
3185,c71,GalvBchPtrl1,T,Beach Patrol 1,EMS-Tac,Galveston County - Galveston,1,
3187,c73,GalvBchPtrl2,D,Beach Patrol 2,EMS-Tac,Galveston County - Galveston,1,
3189,c75,GalvBchPtrlS,D,Beach Patrol Supervisor,EMS-Talk,Galveston County - Galveston,1,
3394,d42,GalvBldgIns1,D,Building Inspectors 1 (Permits),Public Works,Galveston County - Galveston,1,
3456,d80,GalvCntywISD,D,Galveston Countywide Independent School Districts,Schools,Galveston County - Schools,1,
3388,d3c,GalvCompDiv1,D,Compliance Division 1,Public Works,Galveston County - Galveston,1,
3221,c95,GalvEMS Ops1,D,EMS Operations 1,EMS-Tac,Galveston County - Galveston,1,
3223,c97,GalvEMS Ops2,D,EMS Operations 2,EMS-Tac,Galveston County - Galveston,1,
3291,cdb,GalvFD1 Resp,T,Firecom 1 Response,Fire-Tac,Galveston County - Galveston,1,
3295,cdf,GalvFD2 Disp,T,Firecom 2 Dispatch,Fire Dispatch,Galveston County - Galveston,1,
3217,c91,GalvFD3 Resp,D,Firecom 3 Fire/EMS Response,Fire-Tac,Galveston County - Galveston,1,
3408,d50,GalvGarage 1,D,Garage 1,Public Works,Galveston County - Galveston,1,
3410,d52,GalvGarage 2,D,Garage 2,Public Works,Galveston County - Galveston,1,
3309,ced,GalvISD PD 1,D,Galveston ISD Police 1,Law Dispatch,Galveston County - Schools,1,
3311,cef,GalvISD PD 2,D,Galveston ISD Police 2,Law Tac,Galveston County - Schools,1,
3271,cc7,GalvPD 5 Adm,DE,Police Ch. 5 Administration,Law Tac,Galveston County - Galveston,1,
3514,dba,GalvPD Narc2,DE,Police Narcotics 2,Law Tac,Galveston County - Galveston,1,
3269,cc5,GalvPD4 Tac1,DE,Police Ch. 4 Tactical 1,Law Tac,Galveston County - Galveston,1,
3279,ccf,GalvPD7 SWAT,DE,Police Ch. 7 SWAT Team,Law Tac,Galveston County - Galveston,1,
3285,cd5,GalvPDEscort,DE,Police Escort Operations (Motorcycles),Law Tac,Galveston County - Galveston,1,
3283,cd3,GalvPDHostag,DE,Police Hostage Negotiation,Law Tac,Galveston County - Galveston,1,
3220,c94,GalvPW Water,D,Public Works - Water and Sewer,Utilities,Galveston County - Galveston,1,
3342,d0e,GalvUtilBill,D,Utility Billing,Utilities,Galveston County - Galveston,1,
3033,bd9,Game Warden,D,Game Warden Dispatch (Harris/Chambers/Galveston),Law Dispatch,Texas Parks and Wildlife,1,
3204,c84,GC BM 1,T,BM 1,Public Works,Galveston County Services,1,
3206,c86,GC BM 2,D,BM 2,Public Works,Galveston County Services,1,
3497,da9,GC Cntywd EMS,D,Countywide EMS,Interop,Galveston County,1,
3493,da5,GC Cntywd FD 1,D,Countywide Fire 1,Interop,Galveston County,1,
3516,dbc,GC Cntywd FD 2,D,Countywide Fire 2,Interop,Galveston County,1,
3495,da7,GC Cntywd ISD,D,Countywide ISD,Interop,Galveston County,1,
3491,da3,GC Cntywd LE 1,D,Countywide Law Enforcement 1,Interop,Galveston County,1,
3508,db4,GC Cntywd LE 2,D,Countywide Law Enforcement 2,Interop,Galveston County,1,
3142,c46,GC Commissio,D,Commissioners,Public Works,Galveston County Services,1,
3486,d9e,GC Const 1,D,Ch. 1,Law Tac,Galveston County Constables,1,
3195,c7b,GC Const 1 A,D,Ch. 1 Galveston A,Law Tac,Galveston County Constables,1,
3197,c7d,GC Const 2 B,D,Ch. 2 Galveston B,Law Tac,Galveston County Constables,1,
3205,c85,GC Const 2A,D,Ch. 2A,Law Tac,Galveston County Constables,1,
3199,c7f,GC Const 2B,D,Ch. 2B,Law Tac,Galveston County Constables,1,
3203,c83,GC Const 3,D,Ch. 3,Law Tac,Galveston County Constables,1,
3213,c8d,GC Const 4,D,Ch. 4,Law Tac,Galveston County Constables,1,
3251,cb3,GC DA 1,D,District Attorney 1,Law Tac,Galveston County Services,1,
3253,cb5,GC DA 2,D,District Attorney 2,Law Tac,Galveston County Services,1,
3499,dab,GC Event A,D,Event A,Interop,Galveston County,1,
3501,dad,GC Event B,D,Event B,Interop,Galveston County,1,
3503,daf,GC Event C,D,Event C,Interop,Galveston County,1,
3505,db1,GC Event D,D,Event D,Interop,Galveston County,1,
3507,db3,GC Event E,D,Event E,Interop,Galveston County,1,
3104,c20,GC FG West,D,Fireground West,Fire-Tac,Galveston County,1,
3249,cb1,GC Govt,D,Government,Public Works,Galveston County Services,1,
3153,c51,GC Jail Primary,D,Jail Primary,Corrections,Galveston County Sheriff,1,
3155,c53,GC Jail Secondar,D,Jail Secondary,Corrections,Galveston County Sheriff,1,
3161,c59,GC Jail Supv,D,Jail Supervisors,Corrections,Galveston County Sheriff,1,
3198,c7e,GC Juven Ctr,D,Juvenile Justice Center,Corrections,Galveston County Services,1,
3196,c7c,GC Juven Ops,D,Juvenile Justice Department Operations,Corrections,Galveston County Services,1,
3202,c82,GC Juven Sup,D,Juvenile Justice Department Supervisors,Corrections,Galveston County Services,1,
3200,c80,GC JuvenProb,T,Juvenile Probation Officers,Corrections,Galveston County Services,1,
3208,c88,GC Mosquito1,D,Mosquito Control District 1,Public Works,Galveston County Services,1,
3210,c8a,GC Mosquito2,D,Mosquito Control District 2,Public Works,Galveston County Services,1,
3231,c9f,GC OEM 1,D,Office of Emergency Management 1,Emergency Ops,Galveston County Services,1,
3243,cab,GC OEM 2,D,Office of Emergency Management 2,Emergency Ops,Galveston County Services,1,
3245,cad,GC OEM 3,D,Office of Emergency Management 3,Emergency Ops,Galveston County Services,1,
3247,caf,GC OEM Admin,D,Office of Emergency Management Administration,Public Works,Galveston County Services,1,
3186,c72,GC Park TRD,D,Park TRD,Public Works,Galveston County Services,1,
3184,c70,GC Parks,T,Parks and Senior Services Department Operations,Public Works,Galveston County Services,1,
3172,c64,GC Road 1,D,Road and Bridge Department 1,Public Works,Galveston County Services,1,
3312,cf0,GC Road Swll,D,Road and Bridge Department - Seawall,Public Works,Galveston County Services,1,
332,14c,GCCISD PD Disp,T,Goose Creek Consolidated Independent School District Police Primary,Law Dispatch,Harris County - Schools,1,
334,14e,GCCISD PD Tac,T,Goose Creek Consolidated Independent School District Police Tactical,Law Tac,Harris County - Schools,1,
3329,d01,GCECD 1,D,Emergency Communications District Ch. 1,Public Works,Galveston County,1,
3331,d03,GCECD 2,DE,Emergency Communications District Ch. 2,Public Works,Galveston County,1,
3533,dcd,GCECD E-911,D,Emergency Communications District E-911,Public Works,Galveston County,1,
3436,d6c,GCECD Test,D,Emergency Communications District Test,Public Works,Galveston County,1,
3188,c74,GCHD 1,D,Health District 1,Public Works,Galveston County Health District,1,
3194,c7a,GCHD Admin,D,Administration,Public Works,Galveston County Health District,1,
3190,c76,GCHD AnmlCtl,T,Animal Control and Texas City Shelter,Public Works,Galveston County Health District,1,
3469,d8d,GCHD EMS-MMC,D,EMS Patient Reports to Mainland Medical Center in Texas City,Hospital,Galveston County Health District,1,
3405,d4d,GCHDEMS-UTMB,D,"EMS AMB-COM"" Patient Reports to UTMB John Sealy Hospital in Galveston""",Hospital,Galveston County Health District,1,
3192,c78,GCSanitation,D,Sanitation,Public Works,Galveston County Services,1,
3169,c61,GCSO ACTF 1,D,Auto Crimes Task Force 1,Law Tac,Galveston County Sheriff,1,
3304,ce8,GCSO ACTF 2,D,Auto Crimes Task Force 2,Law Tac,Galveston County Sheriff,1,
3478,d96,GCSO ACTF 3,D,Auto Crimes Task Force 3,Law Tac,Galveston County Sheriff,1,
3177,c69,GCSO Admin,DE,Administration,Law Talk,Galveston County Sheriff,1,
3129,c39,GCSO Alternate,D,Alternate,Law Talk,Galveston County Sheriff,1,
3139,c43,GCSO Bailiff 1,D,Bailiffs 1 Main,Law Tac,Galveston County Sheriff,1,
3141,c45,GCSO Bailiff 2,D,Bailiffs 2 Tactical,Law Tac,Galveston County Sheriff,1,
3131,c3b,GCSO Car to Car,D,Car-to-Car,Law Talk,Galveston County Sheriff,1,
3143,c47,GCSO CID 1,D,CID 1 (Investigations Main),Law Tac,Galveston County Sheriff,1,
3300,ce4,GCSO CID 2,D,CID 2,Law Tac,Galveston County Sheriff,1,
3302,ce6,GCSO CID 3,DE,CID 3,Law Tac,Galveston County Sheriff,1,
3127,c37,GCSO Dispatch,D,Dispatch,Law Dispatch,Galveston County Sheriff,1,
3183,c6f,GCSO Dive,D,Dive Team,Law Tac,Galveston County Sheriff,1,
3137,c41,GCSO Encrypted 1,DE,Encrypted 1,Law Talk,Galveston County Sheriff,1,
3182,c6e,GCSO Encrypted 2,DE,Encrypted 2,Law Tac,Galveston County Sheriff,1,
3163,c5b,GCSO Identif,D,Identification,Law Tac,Galveston County Sheriff,1,
3157,c55,GCSO Info Tech,D,Information Technolgoy,Law Tac,Galveston County Sheriff,1,
3474,d92,GCSO JTTF,D,Joint Terrorism Task Force (JTTF),Law Tac,Galveston County Sheriff,1,
3179,c6b,GCSO Marine1,D,Marine 1,Law Tac,Galveston County Sheriff,1,
3181,c6d,GCSO Marine2,D,Marine 2,Law Tac,Galveston County Sheriff,1,
3165,c5d,GCSO MHMR 1,D,Mental Health 1,Law Tac,Galveston County Sheriff,1,
3308,cec,GCSO MHMR 2,D,Mental Health 2,Law Tac,Galveston County Sheriff,1,
3306,cea,GCSO Narc TF2,D,Narcotics Task Force 2,Law Tac,Galveston County Sheriff,1,
3484,d9c,GCSO Narc TF3,DE,Narcotics Task Force 3,Law Tac,Galveston County Sheriff,1,
3528,dc8,GCSO Narc TF4,DE,Narcotics Task Force 4,Law Tac,Galveston County Sheriff,1,
3171,c63,GCSO NarcTF1,D,Narcotics Task Force 1,Law Tac,Galveston County Sheriff,1,
3460,d84,GCSO Pat Sup,DE,Patrol Supervisor,Law Talk,Galveston County Sheriff,1,
3135,c3f,GCSO Patrol 1,D,Patrol 1,Law Talk,Galveston County Sheriff,1,
3193,c79,GCSO Reserve Sup,D,Reserve Supervisors,Law Talk,Galveston County Sheriff,1,
3191,c77,GCSO Reserves,D,Reserves,Law Tac,Galveston County Sheriff,1,
3145,c49,GCSO SCU,D,Special Crimes Unit,Law Tac,Galveston County Sheriff,1,
3414,d56,GCSO Search,D,Search,Law Tac,Galveston County Sheriff,1,
3310,cee,GCSO SLO Enc,DE,School Resource Officers - Encrypted,Law Tac,Galveston County Sheriff,1,
3151,c4f,GCSO SLO GC,D,School Resource officers (Clear Creek ISD),Law Talk,Galveston County Sheriff,1,
3147,c4b,GCSO Surveil 1,DE,Surveillance 1,Law Tac,Galveston County Sheriff,1,
3167,c5f,GCSO Training,D,Training,Law Tac,Galveston County Sheriff,1,
3173,c65,GCSO Warrants 1,D,Warrants Ch. 1,Law Tac,Galveston County Sheriff,1,
3175,c67,GCSO Warrants 2,D,Warrants Ch. 2,Law Tac,Galveston County Sheriff,1,
3149,c4d,GCSO Warrants 3,DE,Warrants Ch. 3,Law Tac,Galveston County Sheriff,1,
571,23b,GCVOTF Prim,DE,Gulf Coast Violent Offenders Task Force - Primary,Federal,Federal,1,
829,33d,GCVOTF Tac,DE,Gulf Coast Violent Offenders Task Force - Tactical,Federal,Federal,1,
2362,93a,GCVOTF Tac 2,DE,Gulf Coast Violent Offenders Task Force - Tactical 2,Federal,Federal,1,
3571,df3,GCWCID 1 CN,D,Water Control and Improvement District #1 CN,Public Works,Galveston County Services,1,
3575,df7,GCWCID 1 MG,D,Water Control and Improvement District #1 MG,Public Works,Galveston County Services,1,
3257,cb9,GCWCID 1 Mnt,D,Water Control and Improvement District #1 Maintenance,Public Works,Galveston County Services,1,
3259,cbb,GCWCID 1 Mtr,T,Water Control and Improvement District #1 Meter Technicians,Public Works,Galveston County Services,1,
3255,cb7,GCWCID 1 Ops,D,Water Control and Improvement District #1 General Operations,Public Works,Galveston County Services,1,
3569,df1,GCWCID 1 PM,T,Water Control and Improvement District #1 PM,Public Works,Galveston County Services,1,
3212,c8c,GCWCID 8 A,D,Water Control and Improvement District #8 Ch. A,Public Works,Galveston County Services,1,
3148,c4c,GCWCID 8 B,D,Water Control and Improvement District #8 Ch. B,Public Works,Galveston County Services,1,
3839,eff,Genesis Test,D,Genesis Test,EMS-Tac,UT Health East Texas,1,
20073,4E+69,Gregg Airport,D,Airport Operations,Public Works,Gregg County,1,
20077,4e6d,Gregg Co ARFF,D,Airport Rescue and Fire Fighting (ARFF),Fire-Tac,Gregg County,1,
20075,4e6b,Gregg SO CID,D,Sheriff CID,Law Tac,Gregg County,1,
2610,a32,Gregg SO Disp 1,D,Sheriff Dispatch 1,Law Dispatch,Gregg County,1,
20074,4e6a,Gregg SO Disp 2,D,Sheriff Dispatch 2,Law Dispatch,Gregg County,1,
20076,4e6c,Gregg SO Secure,DE,Sheriff Secure,Law Tac,Gregg County,1,
20078,4e6e,Gregg SO Tac 1,D,Sheriff Tactical 1,Law Tac,Gregg County,1,
20079,4e6f,Gregg SO Tac 2,D,Sheriff Tactical 2,Law Tac,Gregg County,1,
20080,4E+70,GreggCo Pct1Road,D,Precinct 1 Road and Bridge,Public Works,Gregg County,1,
20081,4E+71,GreggCo Pct3Road,D,Precinct 3 Road and Bridge,Public Works,Gregg County,1,
20082,4E+72,GreggCo Pct4Road,D,Precinct 4 Road and Bridge,Public Works,Gregg County,1,
2577,a11,Grim Co EMS 1st,D,EMS First Responders,EMS-Tac,Grimes County,1,
2575,a0f,Grim Co EMS Disp,D,EMS Dispatch,EMS Dispatch,Grimes County,1,
2574,a0e,Grimes Co FD Tac,D,Fire Tactical,Fire-Tac,Grimes County,1,
2573,a0d,Grimes Co Fire 1,D,Fire Dispatch (patch to 154.325 MHz),Fire Dispatch,Grimes County,1,
2572,a0c,Grimes Co Jail,D,Jail,Corrections,Grimes County,1,
2576,a10,Grimes Co Roads,D,Roads,EMS-Tac,Grimes County,1,
4003,fa3,Grimes EOC 1,D,Emergency Management 1,Emergency Ops,Grimes County,1,
4004,fa4,Grimes EOC 2,D,Emergency Management 2,Emergency Ops,Grimes County,1,
2569,a09,Grimes Shrf Disp,D,Sheriff Dispatch,Law Dispatch,Grimes County,1,
2570,a0a,Grimes Shrf Tac1,D,Sheriff Tactical 1,Law Tac,Grimes County,1,
2571,a0b,Grimes Shrf Tac2,DE,Sheriff Tactical 2,Law Tac,Grimes County,1,
1962,7aa,Harris Co PSAP,D,Public Safety Answering Points (inter-dispatch center coordination),Interop,Harris County - Other Public Safety,1,
12,00c,Harris Demo,D,Harris Radio Demo,Business,Miscellaneous,1,
521,209,HarrisCo EM1,D,Emergency Management 1 (HFD Ch. CA15),Emergency Ops,Harris County - Other Public Safety,1,
1171,493,HarrisCo EM2,D,Emergency Management 2,Emergency Ops,Harris County - Other Public Safety,1,
1173,495,HarrisCo EM3,Te,Emergency Management 3,Emergency Ops,Harris County - Other Public Safety,1,
1740,6cc,HBU Police,D,Houston Baptist University Police Dispatch,Law Dispatch,College and University,1,
121,79,HC AnmlCtrl1,D,Public Health and Environmental Services - Animal Control Dispatch 1,Public Works,Harris County - Other Public Safety,1,
1187,4a3,HC AnmlCtrl2,D,Public Health and Environmental Services - Animal Control Dispatch 2,Public Works,Harris County - Other Public Safety,1,
753,2f1,HC Attorney1,D,Attorney Ch. 1,Law Tac,Harris County - Other Public Safety,1,
815,32f,HC Attorney2,D,Attorney Ch. 2,Law Tac,Harris County - Other Public Safety,1,
687,2af,HC Cntywd FD,D,Countywide Fire,Fire-Talk,Harris County - Other Public Safety,1,
685,2ad,HC CntywdEMS,D,Countywide EMS (patient reports to San Jacinto Methodist Hospital; HFD Ch. CA2),Hospital,Harris County - Other Public Safety,1,
609,261,HC CommuSvcs,D,Community Services Department - Dispatch 1,Public Works,Harris County Miscellaneous,1,
1148,47c,HC DAS Test,D,Radio Shop DAS Test,Public Works,Harris County - Central Technology Center,1,
1295,50f,HC DeptOfEdu,D,Department of Education,Schools,Harris County Miscellaneous,1,
2539,9eb,HC EOC-EOC,D,Emergency Operations Center (EOC) to Emergency Operations Center (EOC),Emergency Ops,Harris County - Other Public Safety,1,
